MODALIDADE,SITUACAO_CONTA,QTD_TA,EMENDAS,QTD_PRORROGA,UF_PROPONENTE,PERC_CONTRA,PERC_REPASSE,SITUACAO_PROJETO_BASICO,PERC_DESEMBOLSADO,QTDE_CONVENIOS,TARGET
CONVENIO,Regularizada,0.0,0.0,2.0,AC,0.0288747895895377,0.971125210410462,Aprovado,0.971125210410462,1,1
CONVENIO,Regularizada,0.0,0.0,9.0,MG,0.0498107192667862,0.950189280733214,Em Análise,0.950189280733214,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,SP,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,MG,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,PB,0.0407673860911271,0.959232613908873,Não Cadastrado,0.959232613908873,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,AL,0.038543026515719,0.961456973484281,Em Análise,0.961456973484281,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,SP,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,SP,0.0951204694667053,0.904879530533295,Em Análise,0.904879530533295,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,AC,0.0201842053693906,0.979815794630609,Aprovado,0.979815794630609,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,PE,0.0909090909090909,0.909090909090909,Não Cadastrado,0.909090909090909,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,MG,0.0401128557409225,0.959887144259078,Em Análise,0.959887144259078,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,SE,0.04,0.96,Não Cadastrado,0.96,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,SP,0.0909090909090909,0.909090909090909,Não Cadastrado,0.909090909090909,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,CE,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,SP,0.0430622009569378,0.956937799043062,Não Cadastrado,0.956937799043062,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,DF,0.0454545454545455,0.954545454545455,Em Análise,0.954545454545455,1,1
CONVENIO,Regularizada,0.0,0.0,5.0,RN,0.0476190476190476,0.952380952380952,Em Análise,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,SC,0.106840370815239,0.893159629184761,Não Cadastrado,0.893159629184761,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,BA,0.0512820512820513,0.948717948717949,Em Análise,0.948717948717949,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,RN,0.0400307190169915,0.959969280983008,Não Cadastrado,0.959969280983008,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,GO,0.0476190476190476,0.952380952380952,Em Análise,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,RN,0.0430622009569378,0.956937799043062,Em Análise,0.956937799043062,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,PB,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,MG,0.0990990990990991,0.900900900900901,Não Cadastrado,0.900900900900901,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,DF,0.1,0.9,Aprovado,0.9,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,DF,0.101796407185629,0.898203592814371,Aprovado,0.898203592814371,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,PB,0.0476190476190476,0.952380952380952,Em Análise,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,MG,0.0476190476190476,0.952380952380952,Em Análise,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,9.0,MA,0.0430622009569378,0.956937799043062,Não Cadastrado,0.956937799043062,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,BA,0.0654205607476635,0.934579439252336,Não Cadastrado,0.934579439252336,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,SP,0.0476190476190476,0.952380952380952,Em Análise,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,8.0,GO,0.0480723465016659,0.951927653498334,Não Cadastrado,0.951927653498334,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,PB,0.0430622009569378,0.956937799043062,Em Análise,0.956937799043062,1,1
CONVENIO,Regularizada,0.0,0.0,5.0,PB,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,RN,0.0407673860911271,0.959232613908873,Não Cadastrado,0.959232613908873,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,PE,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,SP,0.2,0.8,Não Cadastrado,0.8,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,PE,0.1,0.9,Em Análise,0.9,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,PB,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,PI,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,GO,0.200681099489175,0.799318900510825,Aprovado,0.799318900510825,1,1
TERMO DE PARCERIA,Regularizada,4.0,0.0,0.0,DF,0.102007012255063,0.897992987744937,Não Cadastrado,0.295809440330297,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,GO,0.06,0.94,Aprovado,0.94,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,BA,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,MG,0.0476190476190476,0.952380952380952,Em Análise,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,3.0,PB,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,CE,0.0222222222222222,0.977777777777778,Em Análise,0.977777777777778,1,1
CONVENIO,Regularizada,1.0,0.0,3.0,CE,0.0200000024517505,0.980000043024267,Aprovado,0.980000043024267,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,AP,0.04,0.96,Em Análise,0.0,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,AP,0.04,0.96,Aprovado,0.0,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,AP,0.04,0.96,Em Análise,0.0,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,AP,0.04,0.96,Em Análise,0.0,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,AP,0.0400438837081733,0.959956116291827,Em Análise,0.0,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,RJ,0.0300051733057424,0.969994826694258,Aprovado,0.969994826694258,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,RJ,0.10025706940874,0.89974293059126,Em Análise,0.89974293059126,1,1
CONVENIO,Regularizada,0.0,1.0,2.0,AP,0.0400767938564915,0.959923206143509,Em Análise,0.0,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,PR,0.120865871599708,0.87913416274147,Aguardando,0.0,1,1
CONVENIO,Regularizada,0.0,1.0,0.0,AL,0.0590866290018832,0.940913370998117,Não Cadastrado,0.940913370998117,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,DF,0.10082304526749,0.89917695473251,Em Análise,0.89917695473251,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,BA,0.137583123136895,0.862416876863105,Em Análise,0.862416876863105,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,TO,0.0,1.0,Aprovado,1.0,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,DF,0.1,0.9,Aprovado,0.9,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,PE,0.0935871289372309,0.906412871062769,Não Cadastrado,0.906412871062769,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,SP,0.0196078431372549,0.980392156862745,Aprovado,0.980392156862745,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,DF,0.0,1.0,Aprovado,1.0,1,1
CONVENIO,Regularizada,0.0,1.0,1.0,PR,0.0874524714828897,0.91254752851711,Aprovado,0.91254752851711,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,SC,0.500499500499501,0.4995004995005,Em Análise,0.4995004995005,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,SC,0.1,0.9,Aprovado,0.9,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,DF,0.04000400040004,0.95999599959996,Em Análise,0.95999599959996,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,DF,0.2,0.8,Aprovado,0.8,1,1
CONVENIO,Regularizada,0.0,1.0,1.0,SE,0.0399999837175793,0.960000030649263,Aprovado,0.960000030649263,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,SP,0.100091827364555,0.899908172635445,Em Análise,0.899908172635445,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,RJ,0.0283495523044739,0.971650428717979,Aprovado,0.971650428717979,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,RS,0.100017999640007,0.899982000359993,Não Cadastrado,0.899982000359993,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,RS,0.2,0.8,Aprovado,0.8,1,1
CONVENIO,Regularizada,3.0,0.0,0.0,RS,0.0,1.0,Aprovado,1.0,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,MG,0.0427698574338086,0.957230142566191,Aprovado,0.509164969450102,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,SP,0.0458015267175573,0.954198473282443,Aprovado,0.954198473282443,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,RJ,0.0799999967179886,0.919999986871954,Aprovado,0.919999986871954,1,1
CONVENIO,Regularizada,0.0,1.0,1.0,SP,0.0909090909090909,0.909090909090909,Aprovado,0.909090909090909,1,1
CONVENIO,Regularizada,0.0,1.0,3.0,RS,0.0799999863437495,0.920000031625001,Aprovado,0.920000031625001,1,1
CONVENIO,Regularizada,0.0,0.0,3.0,DF,0.0818528210072074,0.918147178992793,Não Cadastrado,0.918147178992793,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,SP,0.0909090909090909,0.909090909090909,Não Cadastrado,0.909090909090909,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,RS,0.2,0.8,Não Cadastrado,0.8,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,RJ,0.0804334448661869,0.919566555133813,Não Cadastrado,0.919566555133813,1,1
CONVENIO,Regularizada,1.0,1.0,0.0,SP,0.0,1.0,Em Análise,1.0,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,BA,0.127627783200729,0.872372216799271,Em Análise,0.872372216799271,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,BA,0.0303030303030303,0.96969696969697,Em Análise,0.96969696969697,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,PR,0.100470636382239,0.899529363617761,Em Análise,0.899529363617761,1,1
CONVENIO,Regularizada,1.0,1.0,2.0,RS,0.08,0.92,Aprovado,0.92,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,RJ,0.0,1.0,Aprovado,1.0,1,1
CONVENIO,Regularizada,1.0,0.0,1.0,DF,0.0356178474990356,0.964382152500964,Em Análise,0.964382152500964,1,1
CONVENIO,Regularizada,1.0,0.0,0.0,MA,0.0,1.0,Aprovado,1.0,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,MG,0.00299998819328283,0.997000043686354,Aprovado,0.997000043686354,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,AL,0.0909090909090909,0.909090909090909,Não Cadastrado,0.909090909090909,1,1
CONVENIO,Regularizada,1.0,0.0,1.0,SP,0.0514760737503997,0.9485239262496,Aprovado,0.4742619631248,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,AL,0.0909090909090909,0.909090909090909,Não Cadastrado,0.909090909090909,1,1
TERMO DE PARCERIA,Regularizada,1.0,0.0,0.0,DF,0.0,1.0,Não Cadastrado,1.0,1,1
CONVENIO,Regularizada,1.0,0.0,0.0,PE,0.107881513561534,0.892118486438466,Não Cadastrado,0.892118486438466,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,SP,0.0809879379666858,0.919012062033314,Aprovado,0.919012062033314,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,SC,0.206051266974519,0.793948733025481,Não Cadastrado,0.793948733025481,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,SP,0.0191747603154961,0.980825239684504,Não Cadastrado,0.980825239684504,1,1
CONVENIO,Regularizada,4.0,1.0,0.0,RS,0.0,0.884955752212389,Aprovado,0.884955752212389,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,GO,0.0384615384615385,0.961538461538462,Em Análise,0.961538461538462,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,SE,0.101123595505618,0.898876404494382,Não Cadastrado,0.898876404494382,1,1
CONVENIO,Regularizada,1.0,0.0,1.0,BA,0.0,1.0,Aprovado,1.0,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,ES,0.0402144772117962,0.959785522788204,Rejeitado,0.0,1,1
TERMO DE PARCERIA,Regularizada,0.0,0.0,1.0,SP,0.0612204853861814,0.938779555035132,Aprovado,0.733021020141044,1,1
CONVENIO,Regularizada,0.0,0.0,6.0,BA,0.0253411306042885,0.974658869395711,Não Cadastrado,0.974658869395711,1,1
CONVENIO,Regularizada,0.0,0.0,5.0,CE,0.100557654254362,0.899442345745638,Não Cadastrado,0.31130184441896,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,GO,0.0467111534795043,0.953288846520496,Não Cadastrado,0.953288846520496,1,1
CONVENIO,Regularizada,0.0,0.0,5.0,PB,0.0538157468720478,0.946184290088276,Não Cadastrado,0.898216220851241,1,1
CONVENIO,Regularizada,0.0,0.0,5.0,GO,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,9.0,PB,0.0476190476190476,0.952380952380952,Não Cadastrado,0.616779985119048,1,1
CONVENIO,Regularizada,0.0,0.0,6.0,PB,0.0476190476190476,0.952380952380952,Não Cadastrado,0.362811793154762,1,1
CONVENIO,Regularizada,0.0,0.0,8.0,PB,0.0476190476190476,0.952380952380952,Não Cadastrado,0.248526004464286,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,MA,0.101604128016223,0.898395816854177,Não Cadastrado,0.330381161642412,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,RS,0.166666666666667,0.833333333333333,Em Análise,0.833333333333333,1,1
CONVENIO,Regularizada,0.0,0.0,6.0,PI,0.0476190476190476,0.952380952380952,Em Análise,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,1.0,2.0,AM,0.0476190476190476,0.952380952380952,Em Análise,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,1.0,1.0,AC,0.0201496427465597,0.97985035725344,Aprovado,0.97985035725344,1,1
CONVENIO,Regularizada,0.0,1.0,1.0,AC,0.0200000346923815,0.979999961718751,Aprovado,0.979999961718751,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,SE,0.0510083036773428,0.948991696322657,Aprovado,0.948991696322657,1,1
CONVENIO,Regularizada,0.0,1.0,1.0,RR,0.0300000055625265,0.97000002063778,Em Análise,0.97000002063778,1,1
CONVENIO,Regularizada,0.0,1.0,1.0,SP,0.0,1.0,Aprovado,1.0,1,1
CONVENIO,Regularizada,0.0,0.0,3.0,BA,0.024390243902439,0.975609756097561,Não Cadastrado,0.553955983231707,1,1
CONVENIO,Regularizada,0.0,1.0,1.0,AP,0.0200195996080078,0.979980400391992,Aprovado,0.979980400391992,1,1
CONVENIO,Regularizada,1.0,0.0,1.0,RJ,0.0199996566255062,0.980000343374494,Aguardando,0.980000343374494,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,PR,0.0150381402106793,0.984961859789321,Aguardando,0.0,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,GO,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,PA,0.0199999948471329,0.980000005152867,Não Cadastrado,0.980000005152867,1,1
CONVENIO,Regularizada,0.0,1.0,4.0,PE,0.040445233411697,0.959554766588303,Aprovado,0.959554766588303,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,PA,0.0199999944076549,0.979999997368308,Não Cadastrado,0.979999997368308,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,SC,0.0892646306608872,0.910735342657413,Em Análise,0.0,1,1
CONVENIO,Regularizada,1.0,1.0,2.0,MG,0.117647058823529,0.882352941176471,Aprovado,0.882352941176471,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,PA,0.0200000003224838,0.980000020638962,Aguardando,0.980000020638962,1,1
CONVENIO,Regularizada,0.0,1.0,1.0,PI,0.0347490347490347,0.965250965250965,Em Análise,0.463339089647683,1,1
CONVENIO,Registrada,0.0,0.0,0.0,GO,0.0825688073394495,0.917431192660551,Não Cadastrado,0.917431192660551,1,1
CONVENIO,Registrada,0.0,0.0,0.0,GO,0.101796407185629,0.898203592814371,Não Cadastrado,0.898203592814371,1,1
CONVENIO,Registrada,0.0,0.0,0.0,MG,0.130434782608696,0.869565217391304,Não Cadastrado,0.869565217391304,1,1
CONVENIO,Registrada,0.0,0.0,1.0,TO,0.0600001879999624,0.939999812000038,Não Cadastrado,0.939999812000038,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,PA,0.1,0.9,Não Cadastrado,0.9,1,1
CONVENIO,Regularizada,3.0,0.0,0.0,BA,0.0929643828315679,0.907035617168432,Não Cadastrado,0.40704470163581,1,1
CONVENIO,Regularizada,1.0,0.0,2.0,RS,0.08,0.92,Não Cadastrado,0.92,1,1
CONVENIO,Regularizada,0.0,0.0,4.0,MG,0.0476190476190476,0.952380952380952,Em Análise,0.952380952380952,1,1
CONVENIO,Registrada,0.0,0.0,1.0,MG,0.0415167039676416,0.958483296032358,Não Cadastrado,0.958483296032358,1,1
CONVENIO,Registrada,0.0,0.0,1.0,SP,0.111111111111111,0.888888888888889,Não Cadastrado,0.888888888888889,1,1
CONVENIO,Registrada,0.0,0.0,0.0,DF,0.114893617021277,0.885106382978723,Não Cadastrado,0.885106382978723,1,1
CONVENIO,Registrada,0.0,0.0,0.0,PE,0.397820573442806,0.602179426557194,Não Cadastrado,0.602179426557194,1,1
CONVENIO,Registrada,0.0,0.0,1.0,PE,0.100179964007199,0.899820035992801,Não Cadastrado,0.899820035992801,1,1
CONVENIO,Registrada,0.0,0.0,0.0,DF,0.102564102564103,0.897435897435897,Não Cadastrado,0.897435897435897,1,1
CONVENIO,Registrada,0.0,0.0,1.0,GO,0.104523593904539,0.895476406095461,Não Cadastrado,0.895476406095461,1,1
CONVENIO,Regularizada,1.0,0.0,8.0,MA,0.0499999986299064,0.950000021921498,Não Cadastrado,0.950000021921498,1,1
CONVENIO,Registrada,2.0,0.0,7.0,MS,0.0602863497539815,0.939713666513857,Aprovado,0.545799790405164,1,1
CONVENIO,Registrada,0.0,0.0,1.0,AL,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,1.0,7.0,RS,0.02,0.98,Em Complementação,0.0,1,1
CONVENIO,Registrada,0.0,0.0,1.0,GO,0.0825688073394495,0.917431192660551,Não Cadastrado,0.917431192660551,1,1
CONTRATO DE REPASSE,Regularizada,1.0,0.0,3.0,MG,0.0909084641362278,0.90909149554505,Em Análise,0.175272890551334,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,GO,0.333333333333333,0.666666666666667,Em Análise,0.666666666666667,1,1
CONVENIO,Regularizada,0.0,0.0,8.0,PE,0.0476190476190476,0.952380952380952,Em Análise,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,AL,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,8.0,PB,0.0476190476190476,0.952380952380952,Não Cadastrado,0.408163244047619,1,1
CONVENIO,Registrada,0.0,0.0,0.0,TO,0.0476163269658054,0.95238364513233,Não Cadastrado,0.95238364513233,1,1
CONVENIO,Regularizada,2.0,0.0,1.0,PI,0.1,0.9,Em Análise,0.3,1,1
CONVENIO,Regularizada,5.0,0.0,7.0,PI,0.100000017439618,0.900000011626412,Em Análise,0.900000011626412,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,RS,0.0402952720894973,0.959704727910503,Não Cadastrado,0.959704727910503,1,1
CONVENIO,Regularizada,0.0,1.0,0.0,SP,0.100071994240461,0.899928005759539,Em Análise,0.539956803455723,1,1
CONVENIO,Regularizada,0.0,1.0,1.0,PR,0.100302169942638,0.899697830057362,Aprovado,0.501260219603388,1,1
CONVENIO,Regularizada,5.0,0.0,2.0,PE,0.04,0.96,Em Análise,0.96,1,1
CONVENIO,Registrada,0.0,0.0,1.0,GO,0.100449775112444,0.899550224887556,Não Cadastrado,0.899550224887556,1,1
CONVENIO,Registrada,0.0,0.0,1.0,DF,0.102564102564103,0.897435897435897,Não Cadastrado,0.897435897435897,1,1
CONVENIO,Cadastrada,0.0,0.0,0.0,DF,0.143999998136776,0.856000029811591,Não Cadastrado,0.0,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,MT,0.101796407185629,0.898203592814371,Aprovado,0.898203592814371,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,SC,0.02,0.98,Aprovado,0.98,1,1
CONVENIO,Registrada,0.0,0.0,0.0,SP,0.100719424460432,0.899280575539568,Não Cadastrado,0.899280575539568,1,1
CONVENIO,Pendente de Regularização,0.0,0.0,1.0,PR,0.1000044999775,0.8999955000225,Em Análise,0.8999955000225,1,1
CONVENIO,Registrada,1.0,0.0,0.0,DF,0.1,0.9,Não Cadastrado,0.9,1,1
CONVENIO,Registrada,0.0,0.0,1.0,AC,0.101796407185629,0.898203592814371,Não Cadastrado,0.898203592814371,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,CE,0.0909090909090909,0.909090909090909,Não Cadastrado,0.909090909090909,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,SP,0.2,0.8,Não Cadastrado,0.8,1,1
CONVENIO,Registrada,0.0,0.0,0.0,RN,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Registrada,0.0,0.0,0.0,DF,0.100107997840043,0.899892002159957,Não Cadastrado,0.899892002159957,1,1
CONTRATO DE REPASSE,Regularizada,4.0,0.0,0.0,RN,0.0811532973674839,0.918846702632516,Não Cadastrado,0.918846702632516,1,1
CONVENIO,Registrada,0.0,0.0,1.0,MG,0.0403071017274472,0.959692898272553,Não Cadastrado,0.959692898272553,1,1
CONVENIO,Registrada,0.0,0.0,1.0,DF,0.0825688073394495,0.917431192660551,Não Cadastrado,0.917431192660551,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,DF,0.0693379790940767,0.930662020905923,Aprovado,0.491811846689895,1,1
CONVENIO,Registrada,0.0,0.0,0.0,MG,0.105263157894737,0.894736842105263,Não Cadastrado,0.894736842105263,1,1
CONVENIO,Cadastrada,0.0,0.0,0.0,MG,0.100071994240461,0.899928005759539,Não Cadastrado,0.0,1,1
CONVENIO,Cadastrada,0.0,0.0,0.0,GO,0.0566037735849057,0.943396226415094,Não Cadastrado,0.0,1,1
TERMO DE PARCERIA,Cadastrada,0.0,0.0,0.0,RS,0.0,1.0,Não Cadastrado,0.0,1,1
CONVENIO,Regularizada,1.0,0.0,1.0,SP,0.0301870746366497,0.969812906421692,Aprovado,0.969812906421692,1,1
CONVENIO,Registrada,0.0,0.0,1.0,PI,0.0566037735849057,0.943396226415094,Não Cadastrado,0.943396226415094,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,RS,0.04,0.96,Não Cadastrado,0.96,1,1
CONVENIO,Registrada,0.0,0.0,0.0,DF,0.101796407185629,0.898203592814371,Não Cadastrado,0.898203592814371,1,1
CONVENIO,Registrada,0.0,0.0,0.0,GO,0.107142857142857,0.892857142857143,Não Cadastrado,0.892857142857143,1,1
CONVENIO,Registrada,0.0,0.0,0.0,PE,0.0909090909090909,0.909090909090909,Não Cadastrado,0.909090909090909,1,1
CONVENIO,Registrada,0.0,0.0,0.0,GO,0.0825688073394495,0.917431192660551,Não Cadastrado,0.917431192660551,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,PE,0.0800367985280589,0.919963201471941,Não Cadastrado,0.919963201471941,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,AL,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,DF,0.0415335463258786,0.958466453674121,Não Cadastrado,0.958466453674121,1,1
CONVENIO,Regularizada,0.0,0.0,12.0,PB,0.0477097419293401,0.95229025807066,Não Cadastrado,0.181462051977193,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,PI,0.0909090909090909,0.909090909090909,Em Análise,0.909090909090909,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,MG,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Registrada,0.0,0.0,1.0,DF,0.0816870268102863,0.91831299174399,Não Cadastrado,0.91831299174399,1,1
CONVENIO,Regularizada,0.0,0.0,2.0,MT,0.1,0.9,Não Cadastrado,0.9,1,1
CONVENIO,Registrada,0.0,0.0,1.0,PR,0.0919986924781172,0.908001307521883,Não Cadastrado,0.908001307521883,1,1
CONVENIO,Regularizada,0.0,0.0,3.0,RN,0.025,0.975,Em Análise,0.357142857142857,1,1
CONVENIO,Registrada,0.0,0.0,0.0,PE,0.104817299092714,0.895182654546919,Não Cadastrado,0.895182654546919,1,1
CONVENIO,Registrada,6.0,0.0,3.0,RS,0.119678336904735,0.880321663095265,Não Cadastrado,0.880321663095265,1,1
CONVENIO,Registrada,0.0,0.0,1.0,DF,0.100572363041701,0.899427636958299,Aprovado,0.490596892886345,1,1
CONVENIO,Registrada,0.0,0.0,1.0,PE,0.100314889788574,0.899685110211426,Aprovado,0.899685110211426,1,1
CONVENIO,Registrada,0.0,0.0,2.0,MG,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Registrada,0.0,0.0,1.0,PE,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Registrada,0.0,0.0,1.0,PI,0.0476190476190476,0.952380952380952,Não Cadastrado,0.952380952380952,1,1
CONVENIO,Registrada,0.0,0.0,1.0,RS,0.221914259157228,0.778085740842772,Não Cadastrado,0.210293443471019,1,1
CONVENIO,Registrada,0.0,0.0,1.0,PR,0.103139013452915,0.896860986547085,Não Cadastrado,0.896860986547085,1,1
CONVENIO,Registrada,0.0,0.0,0.0,GO,0.100000321441085,0.899999678558915,Não Cadastrado,0.899999678558915,1,1
CONVENIO,Registrada,0.0,0.0,1.0,PB,0.0821917808219178,0.917808219178082,Não Cadastrado,0.917808219178082,1,1
CONVENIO,Regularizada,0.0,0.0,1.0,CE,0.106344950848972,0.893655049151028,Aprovado,0.625558534405719,1,1
CONVENIO,Regularizada,0.0,0.0,0.0,DF,0.0800000105416663,0.919999965500001,Não Cadastrado,0.919999965500001,1,1
CONVENIO,Registrada,0.0,0.0,1.0,SE,0.0800367985280589,0.919963201471941,Não Cadastrado,0.919963201471941,1,1
CONVENIO,Registrada,0.0,0.0,0.0,DF,0.1,0.9,Não Cadastrado,0.9,1,1
CONVENIO,Registrada,0.0,0.0,4.0,PI,0.0611765046345146,0.938823501799309,Não Cadastrado,0.938823501799309,1,1
